"","time","status","treat"
"1",0.216868119598787,1,0
"2",0.560373637558928,1,0
"3",0.0143585591138657,1,0
"4",1.12413353137916,1,0
"5",1.17191656143405,0,0
"6",3.41742583317682,0,0
"7",2.05177775467746,0,0
"8",1.16117774043232,0,0
"9",0.0705881253418744,1,0
"10",0.00803186723923251,1,0
"11",0.048971128417179,0,0
"12",0.0438146688228315,1,0
"13",0.959594794549048,0,0
"14",0.38446815206631,1,0
"15",0.211414114013236,1,0
"16",0.15211085689806,1,0
"17",4.10115212202072,0,0
"18",1.36581175769575,1,0
"19",0.955196002763127,1,0
"20",3.07354131233177,1,0
"21",4.9092591018416,0,0
"22",1.47905444001944,1,0
"23",0.0751724948268163,1,0
"24",0.296708926325664,0,0
"25",0.434234655695036,0,0
"26",0.120956971756702,1,0
"27",0.925105944656373,1,0
"28",0.0798952853683677,1,0
"29",0.189301378029315,1,0
"30",0.257533539803842,1,0
"31",0.00471593530077413,1,0
"32",1.56935857646144,1,0
"33",0.269593528380149,1,0
"34",1.11994979105446,1,0
"35",1.84859927394427,0,0
"36",4.0528726123739,0,0
"37",1.52797436575925,1,0
"38",0.744276600889862,0,0
"39",1.63159035029821,0,0
"40",0.0171472717604083,1,0
"41",0.247181654738245,1,0
"42",0.0387963604683325,1,0
"43",0.815599644138425,1,0
"44",0.248921770658,1,0
"45",2.41546071664266,1,0
"46",0.427756641564307,1,0
"47",0.10161497280933,0,0
"48",1.62332077277824,0,0
"49",0.0665588567709063,1,0
"50",0.186060897902192,1,0
"51",1.35193819066137,1,0
"52",0.127416230687909,1,0
"53",0.0356504108743892,1,0
"54",0.0762674807398857,1,0
"55",0.239904913961076,1,0
"56",1.77184622129152,1,0
"57",0.040460671239924,1,0
"58",0.144703719997779,0,0
"59",0.0690521066954042,1,0
"60",1.15051830653101,0,0
"61",0.14461488030428,1,0
"62",0.0935454590470261,1,0
"63",2.67464537467551,1,0
"64",1.04282170464156,1,0
"65",0.414812532893443,1,0
"66",0.207557925552362,1,0
"67",1.618330165511,0,0
"68",0.0756694886652533,1,0
"69",0.0287892276528245,1,0
"70",0.123613968025893,0,0
"71",0.656150097878251,1,0
"72",0.193421314182229,1,0
"73",0.208781973971825,1,0
"74",1.10626031874866,1,0
"75",0.0494907474656801,1,0
"76",0.597454493587398,1,0
"77",0.531955626677603,1,0
"78",1.6735409791614,1,0
"79",0.30548294029734,1,0
"80",0.595138837875704,1,0
"81",0.166219366936727,1,0
"82",0.0924075384600938,1,0
"83",0.910801402060315,0,0
"84",0.0227846368113867,1,0
"85",0.911093456670642,0,0
"86",0.64287158148567,1,0
"87",0.343223945908623,1,0
"88",0.0524881237652153,0,0
"89",1.2658278099223,1,0
"90",0.464635668896308,1,0
"91",0.27780546524856,1,0
"92",0.639539206782371,1,0
"93",0.443234437922465,1,0
"94",1.7954131845664,1,0
"95",0.266401263934545,1,0
"96",0.229163433923932,1,0
"97",0.133087443184958,1,0
"98",0.0444999861065298,0,0
"99",0.261850940366242,1,0
"100",0.516516075366687,1,0
"101",0.261997729044546,1,0
"102",0.271642240706323,1,0
"103",0.584996340069049,1,0
"104",1.67366030836706,1,0
"105",3.00241606419999,1,0
"106",2.99064230157632,1,0
"107",0.139315995489941,1,0
"108",0.25700324204024,1,0
"109",0.372299612499774,0,0
"110",0.54317188942614,1,0
"111",0.290340592436048,1,0
"112",0.333483708271666,1,0
"113",1.0140238874476,1,0
"114",0.46947393540076,1,0
"115",0.0491088157209772,1,0
"116",0.042867035828396,1,0
"117",0.157152988244318,1,0
"118",1.06088127871254,1,0
"119",3.19907952100039,0,0
"120",3.82303213906253,1,0
"121",0.182038574304341,1,0
"122",0.244368768762797,0,0
"123",1.40675652216964,1,0
"124",2.23502575652674,0,0
"125",1.07430343516171,0,0
"126",4.57314619910903,0,0
"127",0.291719267843291,0,0
"128",0.612083747792796,1,0
"129",2.13493694732683,1,0
"130",1.62669473094866,0,0
"131",0.200169055277115,1,0
"132",0.179253636160865,0,0
"133",0.203767314963503,1,0
"134",0.491126830449792,1,0
"135",0.248793314872414,1,0
"136",0.280795615737642,1,0
